#ID	X	Y	EnergyNeed	solPot	co2	socialLobby	intCap	equity	balance	mBalance	invL	health
71	404.430715907	91.5582188869	67213	0.334772454947	33606500.0	0.0	0.25	0.05	18819.64	4704.91	20	0.0239127685056
72	191.009114474	97.8850016107	132612	0.614291074364	66306000.0	0.0	0.154896323576	0.05	37131.36	9282.84	20	0.341219453571
73	98.4759921221	84.5272403171	117037	0.490152299504	58518500.0	0.0	0.0884438563736	0.05	32770.36	8192.59	20	0.144326291781
74	288.598782849	88.7258103326	116943	0.0715726000747	54427604.0	0.0	0.366259548279	0.05	26622.481085	-1891.15203642	20	0.489921036687
75	244.664302487	44.7399187801	20986	0.507803756179	10493000.0	0.0	0.25	0.05	5876.08	1469.02	20	0.838714553056
76	86.6815213877	36.3857700111	158782	0.346671932294	79391000.0	0.0	1	0.05	2189138.96	2144680.0	20	0.607949010742
77	250.789273746	81.3524308527	99783	0.475498016562	49891500.0	0.0	0.25	0.05	27939.24	6984.81	20	0.75144793696
78	74.1168963859	34.7807446013	185200	0.50600380461	92600000.0	0.0	0.25	0.05	51856.0	12964.0	20	0.113549756749
79	60.0800097722	3.85298529039	47996	0.231645842037	18735047.0	0.0	0.283874878684	0.05	53950.0251708	-7368.12458756	20	0.477482545574
80	111.586093741	50.0735642429	168034	0.14627950691	84017000.0	0.0	0.25	0.05	47049.52	11762.38	20	0.405463778032
81	18.5416596986	94.0471783187	167159	0.749931924465	83579500.0	0.0	0.25	0.05	46804.52	11701.13	20	0.765160985445
82	354.708311121	54.6938747263	163176	0.566962444934	81588000.0	0.0	0.25	0.05	45689.28	11422.32	20	0.876039428131
83	458.681302968	30.0340414201	17449	0.990236682289	1411655.0	0.0	0.275730896855	0.05	151639.348133	-13658.3936036	20	0.53567606627
84	385.064319312	15.0064610169	85136	0.821170462663	42568000.0	0.0	0.25	0.05	23838.08	5959.52	20	0.699352498653
85	429.353683746	72.4031908649	96849	0.77218674247	48424500.0	0.0	0.25	0.05	27117.72	6779.43	20	0.757273492019
86	161.837221347	8.54434306503	29310	0.360005360229	14655000.0	0.0	0.25	0.05	8206.8	2051.7	20	0.378562008759
87	460.211088683	42.1504290958	34957	0.513396416951	17478500.0	0.0	0.34343658605	0.05	101760.277744	91972.3177443	20	0.636586857792
88	186.540108348	99.3959674864	56281	0.186378346377	23457884.0	0.0	0.074800229109	0.05	-12533.6244096	-6680.92044755	20	0.529783321348
89	235.582386715	28.6954650728	195878	0.135633533465	97939000.0	0.0	0.25	0.05	54845.84	13711.46	20	0.146813245491
90	45.5237969985	7.35446903583	37173	0.209390719195	18586500.0	0.0	0.25	0.05	10408.44	2602.11	20	0.443736091707
91	25.3747315718	31.4039182595	112815	0.089917129224	52407017.0	0.0	0.216634149446	0.05	2066.63382244	-2602.0398735	20	0.722797492754
92	236.829690259	9.19541072269	120865	0.275434109416	60432500.0	0.0	0.25	0.05	33842.2	8460.55	20	0.402718517784
93	173.46406978	83.3824888169	34310	0.944869355139	17155000.0	0.0	0.25	0.05	9606.8	2401.7	20	0.363825345768
94	148.455003104	50.9128737398	94083	0.764986816758	47041500.0	0.0	0.25	0.05	26343.24	6585.81	20	0.414043791713
95	281.822429479	14.2746446535	136662	0.024081726375	66765637.0	0.0	0.625225794769	0.05	62458.1882824	5676.29889814	20	0.795333455403
96	229.671583863	24.1460915268	94520	0.914008151085	47260000.0	0.0	0.25	0.05	26465.6	6616.4	20	0.931789012184
97	75.9004845448	97.2414867286	199434	0.232659439184	99717000.0	0.0	0.25	0.05	55841.52	13960.38	20	0.521709486245
98	64.0572026741	49.5043417529	186731	0.997395506761	93365500.0	0.0	0.25	0.05	52284.68	13071.17	20	0.766177286484
99	368.770435126	71.792122945	168000	0.569471844254	84000000.0	0.0	0.25	0.05	47040.0	11760.0	20	0.73465929286
100	212.459669575	1.29015420091	124326	0.820776519761	62163000.0	0.0	0.25	0.05	34811.28	8702.82	20	0.791052764771
101	465.000464439	41.7441902679	184126	0.589750177089	92063000.0	0.0	0.25	0.05	51555.28	12888.82	20	0.0614385287872
102	248.955910033	11.8455851729	69900	0.642815121393	34950000.0	0.0	0.25	0.05	19572.0	4893.0	20	0.176143333073
103	390.698900309	13.6902319645	136383	0.289010493675	68191500.0	0.0	0.25	0.05	38187.24	9546.81	20	0.341596316338
104	426.873995537	14.8113110561	55433	0.765573200753	27716500.0	0.0	0.25	0.05	15521.24	3880.31	20	0.469982322598
105	182.562497519	49.1884159726	130863	0.534512358094	65431500.0	0.0	0.25	0.05	36641.64	9160.41	20	0.419937945049
106	241.15735109	60.6432051085	152100	0.00449238313725	76050000.0	0.0	0.25	0.05	42588.0	10647.0	20	0.529498120663
107	19.4687536865	27.1817801181	185757	0.766444494386	22457624.0	0.0	0.183072263256	0.05	673887.477077	-124183.705371	20	0.611371425487
108	60.7509173381	30.7575125222	143173	0.995892424783	71586500.0	0.0	0.25	0.05	40088.44	10022.11	20	0.159609909081
109	401.851600243	61.7584777192	119189	0.932974276272	11574233.0	0.0	0.139944062769	0.05	297228.487909	-83268.0739298	20	0.154785396125
110	70.5987852863	86.0026424289	147388	0.917736609551	73694000.0	0.0	0.25	0.05	41268.64	10317.16	20	0.77043161825
111	333.714177691	12.5752778298	159109	0.933117930963	14844180.0	0.0	0.220889078082	0.05	933645.243226	-117212.921301	20	0.59330620328
112	236.654862663	50.5207165918	110738	0.944932572365	55369000.0	0.0	0.25	0.05	31006.64	7751.66	20	0.937900682614
113	294.369127646	77.5539328605	22915	0.950871526573	11457500.0	0.0	0.25	0.05	6416.2	1604.05	20	0.582379387144
114	89.4165494957	17.5354985354	25724	0.330812430794	12862000.0	0.0	0.25	0.05	7202.72	1800.68	20	0.19011035098
115	418.35984695	2.42103996143	158212	0.583519017698	79106000.0	0.0	0.25	0.05	44299.36	11074.84	20	0.211233623542
116	122.27566633	97.4586201843	125952	0.131787848271	55716049.0	0.0	0.129697916854	0.05	47561.1412641	-4385.1390481	20	0.487714723596
117	290.984516309	81.8958755793	37348	0.965338601181	18674000.0	0.0	0.25	0.05	10457.44	2614.36	20	0.924124667226
118	331.355285862	92.3930778194	54562	0.10027628349	27281000.0	0.0	0.25	0.05	15277.36	3819.34	20	0.436496476321
119	299.159269615	34.9507795433	51110	0.00279965438006	25555000.0	0.0	0.25	0.05	14310.8	3577.7	20	0.405311998109
120	338.030575257	68.3269288684	167502	0.62241724513	83751000.0	0.0	0.25	0.05	46900.56	11725.14	20	0.681667257236
121	359.022345587	40.3581227834	128827	0.637838086174	64413500.0	0.0	0.25	0.05	36071.56	9017.89	20	0.577061854448
122	106.019327896	42.9082470911	32647	0.910930892149	16323500.0	0.0	0.25	0.05	9141.16	2285.29	20	0.0976922908851
123	316.697143597	85.7247536114	36112	0.933437202716	3364941.0	0.0	0.363859624191	0.05	376400.069383	-28575.6292247	20	0.494897880342
124	135.168768414	52.2896319681	143500	0.693051900476	71750000.0	0.0	0.25	0.05	40180.0	10045.0	20	0.0658798058259
125	394.45370546	96.4135148029	174269	0.0278369272616	87134500.0	0.0	0.25	0.05	48795.32	12198.83	20	0.694349950255
126	437.364810471	55.091641527	62662	0.683500936234	31331000.0	0.0	0.25	0.05	17545.36	4386.34	20	0.601503629674
127	427.195472302	20.3101032317	165058	0.252419987462	82529000.0	0.0	0.25	0.05	46216.24	11554.06	20	0.873929231593
128	242.770260494	9.88780406601	164920	0.706515066863	82460000.0	0.0	0.25	0.05	46177.6	11544.4	20	0.509156600017
129	426.737320495	48.2842258985	16033	0.690403365864	8016500.0	0.0	0.446710473491	0.05	84593.3621064	80104.1221064	20	0.48398068115
130	492.664966965	52.0509521515	52543	0.28332626229	26271500.0	0.0	0.25	0.05	14712.04	3678.01	20	0.987241404205
131	246.104311806	66.0741092963	110870	0.116757081832	55435000.0	0.0	0.25	0.05	31043.6	7760.9	20	0.421836247034
132	85.855263327	19.5243937266	110246	0.155619899263	55123000.0	0.0	0.25	0.05	30868.88	7717.22	20	0.894846494018
133	446.195968062	42.862458521	161612	0.678138215416	32071664.0	0.0	0.326058135978	0.05	712670.57923	-93212.7274652	20	0.99603542506
134	291.449194105	64.2035746078	5659	0.353971525299	2829500.0	0.0	0.25	0.05	1584.52	396.13	20	0.0350482649334
135	264.784226871	5.64791401767	122225	0.998336624601	61112500.0	0.0	0.285166527795	0.05	1245370.87019	1211147.87019	20	0.729396563254
136	438.461500578	48.3616766325	110163	0.275670407779	55081500.0	0.0	0.0684525431045	0.05	66049.4138678	35203.7738678	20	0.822420524114
137	365.456372082	65.6173503012	112900	0.459347712132	56450000.0	0.0	0.25	0.05	31612.0	7903.0	20	0.0916897157225
138	26.0241578808	37.128100931	37904	0.872953224865	18952000.0	0.0	0.25	0.05	10613.12	2653.28	20	0.512178922994
139	204.083114073	62.1085938611	83547	0.52716798624	41773500.0	0.0	0.25	0.05	23393.16	5848.29	20	0.0110465795794
140	476.927759024	95.6425845408	3366	0.363843436768	1683000.0	0.0	0.25	0.05	942.48	235.62	20	0.672057250629
141	322.058288378	31.7794264563	76989	0.398697087157	38494500.0	0.0	0.207895194297	0.05	80416.2074094	58859.2874094	20	0.218203442268
142	8.53840122886	34.8739874862	111119	0.576255950509	55559500.0	0.0	0.25	0.05	31113.32	7778.33	20	0.414088754144
143	35.4313010189	56.1675649099	167861	0.693479445076	83930500.0	0.0	0.25	0.05	47001.08	11750.27	20	0.617103790948
144	472.813334983	47.4013390352	135298	0.997232354125	67649000.0	0.0	0.25	0.05	37883.44	9470.86	20	0.918671995875
145	186.899518112	77.3370453016	132152	0.253402116875	66076000.0	0.0	0.25	0.05	37002.56	9250.64	20	0.866982269904
146	317.00407135	16.9137494942	33768	0.0595603657086	16100570.0	0.0	0.125016484368	0.05	6655.71432684	515.530776705	20	0.249983721544
147	379.58458	80.0220301302	91177	0.0124343070871	45038103.0	0.0	0.156771503931	0.05	26535.416997	5308.19716898	20	0.336008771166
148	452.100797608	67.4504113671	77980	0.94437835847	38990000.0	0.0	0.25	0.05	21834.4	5458.6	20	0.922673244077
149	175.670686566	8.77390842713	191375	0.0650206958757	95687500.0	0.0	0.25	0.05	53585.0	13396.25	20	0.377427167103
150	101.907205205	27.0033987943	192035	0.494127543018	96017500.0	0.0	0.25	0.05	53769.8	13442.45	20	0.935796831763
151	93.9130883694	26.839859843	2002	0.220187936091	1001000.0	0.0	0.25	0.05	560.56	140.14	20	0.4109946758
152	151.525398227	20.475272091	45353	0.60967569051	22676500.0	0.0	0.680307279605	0.05	12698.84	3174.71	20	0.0712632654062
153	488.334181456	23.3472370434	87917	0.892611983274	13941654.0	0.0	0.587947076891	0.05	886954.161451	-55667.141889	20	0.665004888082
154	302.693146455	29.5352010014	97814	0.681010498531	15713520.0	0.0	0.12772558592	0.05	121456.672115	-50812.9876421	20	0.781770787356
155	392.929143136	59.6176596811	22025	0.810370024578	11012500.0	0.0	0.25	0.05	6167.0	1541.75	20	0.931939310894
156	23.5067408771	22.9996960965	9814	0.086766007512	4496323.0	0.0	0.271697172751	0.05	10858.1144328	-147.096494148	20	0.27045991796
157	294.206983509	43.8044781958	191542	0.514537936454	95771000.0	0.0	0.25	0.05	53631.76	13407.94	20	0.478683510138
158	279.070455477	39.7280641552	75001	0.944136705882	37500500.0	0.0	0.25	0.05	21000.28	5250.07	20	0.24275290965
159	412.802824159	47.2617164143	51222	0.876492737002	25611000.0	0.0	0.25	0.05	14342.16	3585.54	20	0.698269405301
160	218.146557995	40.5509808111	155125	0.625830441485	77562500.0	0.0	0.25	0.05	43435.0	10858.75	20	0.72243454347
161	49.1920562886	9.22488110471	47710	0.0945711775649	23855000.0	0.0	0.25	0.05	13358.8	3339.7	20	0.74279367825
162	488.555961848	58.4755689959	178757	0.873518507252	89378500.0	0.0	0.25	0.05	50051.96	12512.99	20	0.731705690721
163	74.7764298162	90.0045261286	99674	0.541335808454	49837000.0	0.0	0.25	0.05	27908.72	6977.18	20	0.505502157731
164	54.8084715698	13.1276770315	195377	0.423960159567	97688500.0	0.0	0.303601866267	0.05	54705.56	13676.39	20	0.25812719069
165	4.6691954916	78.9648232522	189407	0.660308873384	94703500.0	0.0	0.230914591559	0.05	53033.96	13258.49	20	0.0134445042026
166	75.1932659284	32.2377083664	152429	0.0187388910362	76214500.0	0.0	0.25	0.05	42680.12	10670.03	20	0.982604156207
167	275.96771048	61.6453575653	115231	0.934283866885	57615500.0	0.0	0.25	0.05	32264.68	8066.17	20	0.267810704268
168	453.398658815	95.4281233957	46304	0.17303084059	23152000.0	0.0	0.25	0.05	12965.12	3241.28	20	0.376102145565
169	346.703674583	36.3868905995	39436	0.52447169912	19718000.0	0.0	0.25	0.05	11042.08	2760.52	20	0.970495118939
170	259.202729657	12.9476396959	92826	0.373021480371	46413000.0	0.0	0.188584981378	0.05	133507.349583	107516.069583	20	0.520874183873
171	242.522595111	9.34647011134	117198	0.392706633177	58599000.0	0.0	0.25	0.05	32815.44	8203.86	20	0.483491599803
172	365.043339351	52.5672985635	68643	0.0773263214809	31718716.0	0.0	0.100851186253	0.05	23426.1456948	187.339795455	20	0.994315602611
173	353.07644869	87.4462080616	115898	0.882541107632	7415270.0	0.0	0.612156081682	0.05	354245.501536	-107966.24995	20	0.676895696071
174	110.617573631	54.1867244629	134223	0.707368413578	67111500.0	0.0	0.25	0.05	37582.44	9395.61	20	0.069006124198
175	25.8495620111	9.81637408384	107467	0.121216695351	53733500.0	0.0	0.25	0.05	30090.76	7522.69	20	0.560050518493
176	216.687412598	58.7779224496	102175	0.877078504946	51087500.0	0.0	0.25	0.05	28609.0	7152.25	20	0.470290529091
177	267.088102219	69.9739832886	136491	0.731387048325	68245500.0	0.0	0.25	0.05	38217.48	9554.37	20	0.488911503444
178	214.568806924	18.6414084039	136192	0.462745726821	68096000.0	0.0	0.25	0.05	38133.76	9533.44	20	0.370099662131
179	402.327749204	89.3064269167	13687	0.384603353274	6843500.0	0.0	0.25	0.05	3832.36	958.09	20	0.561110927746
180	313.673102223	51.0822006384	128814	0.409595751809	64407000.0	0.0	0.25	0.05	36067.92	9016.98	20	0.091308737445
181	111.140207109	62.3267842408	6414	0.277223296093	2383650.0	0.0	0.179703255046	0.05	6229.35001266	-1342.51074214	20	0.597930224736
182	19.4151335332	77.0708296971	25369	0.568821643609	12684500.0	0.0	0.25	0.05	7103.32	1775.83	20	0.997336038684
183	384.978278064	51.2200088815	110437	0.836694086086	55218500.0	0.0	0.25	0.05	30922.36	7730.59	20	0.748406402982
184	336.030902382	25.25626024	118420	0.590879965116	59210000.0	0.0	0.25	0.05	33157.6	8289.4	20	0.39240286335
185	235.357033043	28.4983869376	74344	0.420577008111	37172000.0	0.0	0.25	0.05	20816.32	5204.08	20	0.0973778220769
186	388.662997098	12.0479294516	1500	0.822657144612	750000.0	0.0	0.566964020012	0.05	420.0	105.0	20	0.166902609464
187	348.819140896	22.5870376571	121588	0.36692641209	60794000.0	0.0	0.25	0.05	34044.64	8511.16	20	0.523845475186
188	37.9982995008	77.8426598129	112485	0.0225388442849	56242500.0	0.0	0.25	0.05	31495.8	7873.95	20	0.475999833742
189	487.243254192	79.0068690405	32309	0.881393344599	16154500.0	0.0	0.25	0.05	9046.52	2261.63	20	0.656151885697
190	55.38053016	73.1229890342	174545	0.518353236781	43078565.0	0.0	0.14701949861	0.05	315891.881124	-72385.8482174	20	0.416305519558
191	142.720678431	2.71063322433	17275	0.241327388112	8637500.0	0.0	0.25	0.05	4837.0	1209.25	20	0.186293969036
192	263.561397544	21.4461225619	113573	0.323006779857	38511124.0	0.0	0.411738146145	0.05	464776.618559	-28899.8752444	20	0.170199379099
193	156.254734913	46.7751816892	145270	0.881509003646	72635000.0	0.0	0.25	0.05	40675.6	10168.9	20	0.686786708429
194	107.122156152	42.1002696391	149588	0.797240728791	18937936.0	0.0	0.273312794952	0.05	1038572.46902	-103055.745807	20	0.49091999468
195	24.3628012127	8.82087844411	18423	0.415842663225	9211500.0	0.0	0.25	0.05	5158.44	1289.61	20	0.611228602672
196	355.196300613	88.3177333893	118780	0.124490276839	59390000.0	0.0	0.25	0.05	33258.4	8314.6	20	0.958551861049
197	298.79141545	9.83456500389	59430	0.965283145916	29715000.0	0.0	0.25	0.05	16640.4	4160.1	20	0.505759421297
198	81.2966682189	86.239053214	54482	0.699692879334	27241000.0	0.0	0.25	0.05	15254.96	3813.74	20	0.84949298805
199	306.786790367	88.4706692564	115011	0.645426613359	57505500.0	0.0	0.25	0.05	32203.08	8050.77	20	0.911819899136
200	412.889723008	47.5975849137	144981	0.148518260089	72490500.0	0.0	0.435253957583	0.05	296245.444526	255650.764526	20	0.676100398749
201	264.611079793	38.9127485545	5502	0.242302099857	2751000.0	0.0	0.25	0.05	1540.56	385.14	20	0.542093586066
202	278.977890402	63.1930436617	163600	0.788877429026	81800000.0	0.0	0.400374402258	0.05	45808.0	11452.0	20	0.51141291293
203	167.790948322	5.17667161563	171938	0.879867205858	11931372.0	0.0	0.263205473512	0.05	70915.8566525	-143139.532602	20	0.352628054964
204	447.28346904	7.93388575392	45687	0.509965553001	11876977.0	0.0	0.0907248663348	0.05	72130.0339834	-17218.6515141	20	0.530767470026
205	192.638851465	83.8191218011	127771	0.247669994373	63885500.0	0.0	0.25	0.05	35775.88	8943.97	20	0.635803812955
206	469.587398768	80.2746997529	117498	0.00413318850113	58749000.0	0.0	0.235332024472	0.05	32899.44	8224.86	20	0.230783962762
207	177.128277496	13.1187453849	14569	0.198800495151	7284500.0	0.0	0.25	0.05	4079.32	1019.83	20	0.0580853518167
208	418.144995299	92.1211625509	131459	0.729970935202	65729500.0	0.0	0.25	0.05	36808.52	9202.13	20	0.562968482736
209	413.06625233	23.3249113506	186721	0.839285083214	93360500.0	0.0	0.25	0.05	52281.88	13070.47	20	0.712755560916
210	17.1067157888	78.0137625718	21553	0.354527110164	10776500.0	0.0	0.25	0.05	6034.84	1508.71	20	0.0851393110614
211	187.996980709	32.3603854959	58010	0.220304790874	29005000.0	0.0	0.25	0.05	16242.8	4060.7	20	0.291945377361
212	266.323636353	39.4720169403	27298	0.835878537337	13649000.0	0.0	0.25	0.05	7643.44	1910.86	20	0.899708889249
213	345.095739345	73.31039384	131255	0.986928369513	1296420.0	0.0	0.382669043079	0.05	-85627.8612795	-140467.210019	20	0.849060250069
214	230.46623049	87.1574954061	163921	0.0371852369364	81960500.0	0.0	0.25	0.05	45897.88	11474.47	20	0.472851608595
215	59.3971076692	48.4291759954	73934	0.730628110585	36967000.0	0.0	0.25	0.05	20701.52	5175.38	20	0.726141280944
216	131.850114945	94.2445982824	151713	0.397295668602	75856500.0	0.0	0.25	0.05	42479.64	10619.91	20	0.425393290755
